time,P
20230922:2310,0.0
20230923:0010,0.0
20230923:0110,0.0
20230923:0210,0.0
20230923:0310,0.0
20230923:0410,0.0
20230923:0510,0.0
20230923:0610,11.34
20230923:0710,152.39
20230923:0810,341.07
20230923:0910,486.94
20230923:1010,602.75
20230923:1110,660.23
20230923:1210,605.67
20230923:1310,550.42
20230923:1410,538.52
20230923:1510,431.27
20230923:1610,246.49
20230923:1710,52.66
20230923:1810,0.0
20230923:1910,0.0
20230923:2010,0.0
20230923:2110,0.0
20230923:2210,0.0
20230923:2310,0.0
20230924:0010,0.0
20230924:0110,0.0
20230924:0210,0.0
20230924:0310,0.0
20230924:0410,0.0
20230924:0510,0.0
20230924:0610,10.94
20230924:0710,133.71
20230924:0810,305.48
20230924:0910,483.98
20230924:1010,582.46
20230924:1110,645.49
20230924:1210,640.95
20230924:1310,627.72
20230924:1410,554.24
20230924:1510,424.08
20230924:1610,240.36
20230924:1710,45.26
20230924:1810,0.0
20230924:1910,0.0
20230924:2010,0.0
20230924:2110,0.0
20230924:2210,0.0
20230924:2310,0.0
20230925:0010,0.0
20230925:0110,0.0
20230925:0210,0.0
20230925:0310,0.0
20230925:0410,0.0
20230925:0510,0.0
20230925:0610,9.91
20230925:0710,143.12
20230925:0810,313.01
20230925:0910,484.96
20230925:1010,596.66
20230925:1110,655.2
20230925:1210,648.59
20230925:1310,637.62
20230925:1410,551.16
20230925:1510,413.54
20230925:1610,228.49
20230925:1710,37.51
20230925:1810,0.0
20230925:1910,0.0
20230925:2010,0.0
20230925:2110,0.0
20230925:2210,0.0
20230925:2310,0.0
20230926:0010,0.0
20230926:0110,0.0
20230926:0210,0.0
20230926:0310,0.0
20230926:0410,0.0
20230926:0510,0.0
20230926:0610,10.31
20230926:0710,142.9
20230926:0810,324.89
20230926:0910,480.15
20230926:1010,590.84
20230926:1110,650.7
20230926:1210,656.53
20230926:1310,631.27
20230926:1410,545.18
20230926:1510,407.7
20230926:1610,220.18
20230926:1710,32.48
20230926:1810,0.0
20230926:1910,0.0
20230926:2010,0.0
20230926:2110,0.0
20230926:2210,0.0
20230926:2310,0.0
20230927:0010,0.0
20230927:0110,0.0
20230927:0210,0.0
20230927:0310,0.0
20230927:0410,0.0
20230927:0510,0.0
20230927:0610,9.24
20230927:0710,140.41
20230927:0810,321.37
20230927:0910,469.17
20230927:1010,578.92
20230927:1110,633.62
20230927:1210,654.08
20230927:1310,625.93
20230927:1410,540.04
20230927:1510,401.67
20230927:1610,216.44
20230927:1710,29.21
20230927:1810,0.0
20230927:1910,0.0
20230927:2010,0.0
20230927:2110,0.0
20230927:2210,0.0
20230927:2310,0.0
20230928:0010,0.0
20230928:0110,0.0
20230928:0210,0.0
20230928:0310,0.0
20230928:0410,0.0
20230928:0510,0.0
20230928:0610,2.12
20230928:0710,117.78
20230928:0810,323.37
20230928:0910,441.73
20230928:1010,575.93
20230928:1110,632.2
20230928:1210,644.14
20230928:1310,616.86
20230928:1410,530.43
20230928:1510,388.07
20230928:1610,185.54
20230928:1710,24.08
20230928:1810,0.0
20230928:1910,0.0
20230928:2010,0.0
20230928:2110,0.0
20230928:2210,0.0
20230928:2310,0.0
20230929:0010,0.0
20230929:0110,0.0
20230929:0210,0.0
20230929:0310,0.0
20230929:0410,0.0
20230929:0510,0.0
20230929:0610,7.63
20230929:0710,133.13
20230929:0810,307.9
20230929:0910,456.31
20230929:1010,563.51
20230929:1110,622.28
20230929:1210,632.13
20230929:1310,604.49
20230929:1410,514.4
20230929:1510,381.47
20230929:1610,199.39
20230929:1710,19.59
20230929:1810,0.0
20230929:1910,0.0
20230929:2010,0.0
20230929:2110,0.0
20230929:2210,0.0
20230929:2310,0.0
20230930:0010,0.0
20230930:0110,0.0
20230930:0210,0.0
20230930:0310,0.0
20230930:0410,0.0
20230930:0510,0.0
20230930:0610,7.0
20230930:0710,131.43
20230930:0810,305.24
20230930:0910,452.45
20230930:1010,566.43
20230930:1110,619.95
20230930:1210,630.28
20230930:1310,607.25
20230930:1410,517.69
20230930:1510,385.57
20230930:1610,200.85
20230930:1710,18.59
20230930:1810,0.0
20230930:1910,0.0
20230930:2010,0.0
20230930:2110,0.0
20230930:2210,0.0
20230930:2310,0.0
20231001:0010,0.0
20231001:0110,0.0
20231001:0210,0.0
20231001:0310,0.0
20231001:0410,0.0
20231001:0510,0.0
20231001:0610,5.85
20231001:0710,131.06
20231001:0810,304.26
20231001:0910,462.16
20231001:1010,566.74
20231001:1110,614.6
20231001:1210,631.04
20231001:1310,604.52
20231001:1410,519.85
20231001:1510,385.39
20231001:1610,201.9
20231001:1710,15.21
20231001:1810,0.0
20231001:1910,0.0
20231001:2010,0.0
20231001:2110,0.0
20231001:2210,0.0
20231001:2310,0.0
20231002:0010,0.0
20231002:0110,0.0
20231002:0210,0.0
20231002:0310,0.0
20231002:0410,0.0
20231002:0510,0.0
20231002:0610,2.12
20231002:0710,74.65
20231002:0810,171.71
20231002:0910,302.08
20231002:1010,405.84
20231002:1110,549.71
20231002:1210,408.34
20231002:1310,566.03
20231002:1410,511.94
20231002:1510,385.89
20231002:1610,198.6
20231002:1710,15.03
20231002:1810,0.0
20231002:1910,0.0
20231002:2010,0.0
20231002:2110,0.0
20231002:2210,0.0
20231002:2310,0.0
20231003:0010,0.0
20231003:0110,0.0
20231003:0210,0.0
20231003:0310,0.0
20231003:0410,0.0
20231003:0510,0.0
20231003:0610,3.61
20231003:0710,130.13
20231003:0810,304.41
20231003:0910,350.42
20231003:1010,471.25
20231003:1110,400.39
20231003:1210,398.45
20231003:1310,389.17
20231003:1410,481.5
20231003:1510,346.32
20231003:1610,188.12
20231003:1710,8.59
20231003:1810,0.0
20231003:1910,0.0
20231003:2010,0.0
20231003:2110,0.0
20231003:2210,0.0
20231003:2310,0.0
20231004:0010,0.0
20231004:0110,0.0
20231004:0210,0.0
20231004:0310,0.0
20231004:0410,0.0
20231004:0510,0.0
20231004:0610,3.05
20231004:0710,107.47
20231004:0810,291.53
20231004:0910,451.5
20231004:1010,565.39
20231004:1110,619.56
20231004:1210,615.27
20231004:1310,601.68
20231004:1410,508.81
20231004:1510,370.76
20231004:1610,183.45
20231004:1710,5.83
20231004:1810,0.0
20231004:1910,0.0
20231004:2010,0.0
20231004:2110,0.0
20231004:2210,0.0
20231004:2310,0.0
20231005:0010,0.0
20231005:0110,0.0
20231005:0210,0.0
20231005:0310,0.0
20231005:0410,0.0
20231005:0510,0.0
20231005:0610,2.57
20231005:0710,94.09
20231005:0810,253.43
20231005:0910,321.56
20231005:1010,519.94
20231005:1110,409.55
20231005:1210,511.17
20231005:1310,388.26
20231005:1410,421.66
20231005:1510,194.82
20231005:1610,102.21
20231005:1710,0.03
20231005:1810,0.0
20231005:1910,0.0
20231005:2010,0.0
20231005:2110,0.0
20231005:2210,0.0
20231005:2310,0.0
20231006:0010,0.0
20231006:0110,0.0
20231006:0210,0.0
20231006:0310,0.0
20231006:0410,0.0
20231006:0510,0.0
20231006:0610,2.09
20231006:0710,117.3
20231006:0810,290.91
20231006:0910,432.22
20231006:1010,545.14
20231006:1110,557.34
20231006:1210,496.67
20231006:1310,555.07
20231006:1410,459.23
20231006:1510,345.25
20231006:1610,169.3
20231006:1710,1.18
20231006:1810,0.0
20231006:1910,0.0
20231006:2010,0.0
20231006:2110,0.0
20231006:2210,0.0
20231006:2310,0.0
20231007:0010,0.0
20231007:0110,0.0
20231007:0210,0.0
20231007:0310,0.0
20231007:0410,0.0
20231007:0510,0.0
20231007:0610,1.18
20231007:0710,103.26
20231007:0810,221.55
20231007:0910,394.11
20231007:1010,548.74
20231007:1110,598.29
20231007:1210,449.92
20231007:1310,570.39
20231007:1410,486.92
20231007:1510,328.56
20231007:1610,138.1
20231007:1710,0.38
20231007:1810,0.0
20231007:1910,0.0
20231007:2010,0.0
20231007:2110,0.0
20231007:2210,0.0
20231007:2310,0.0
20231008:0010,0.0
20231008:0110,0.0
20231008:0210,0.0
20231008:0310,0.0
20231008:0410,0.0
20231008:0510,0.0
20231008:0610,0.03
20231008:0710,97.59
20231008:0810,220.84
20231008:0910,442.99
20231008:1010,555.34
20231008:1110,612.3
20231008:1210,630.81
20231008:1310,589.48
20231008:1410,498.72
20231008:1510,363.11
20231008:1610,172.02
20231008:1710,0.0
20231008:1810,0.0
20231008:1910,0.0
20231008:2010,0.0
20231008:2110,0.0
20231008:2210,0.0
20231008:2310,0.0
20231009:0010,0.0
20231009:0110,0.0
20231009:0210,0.0
20231009:0310,0.0
20231009:0410,0.0
20231009:0510,0.0
20231009:0610,0.03
20231009:0710,115.01
20231009:0810,292.33
20231009:0910,445.56
20231009:1010,554.18
20231009:1110,608.67
20231009:1210,629.45
20231009:1310,585.18
20231009:1410,495.02
20231009:1510,354.22
20231009:1610,165.92
20231009:1710,0.0
20231009:1810,0.0
20231009:1910,0.0
20231009:2010,0.0
20231009:2110,0.0
20231009:2210,0.0
20231009:2310,0.0
20231010:0010,0.0
20231010:0110,0.0
20231010:0210,0.0
20231010:0310,0.0
20231010:0410,0.0
20231010:0510,0.0
20231010:0610,0.0
20231010:0710,115.18
20231010:0810,292.06
20231010:0910,440.62
20231010:1010,551.63
20231010:1110,610.52
20231010:1210,629.26
20231010:1310,586.57
20231010:1410,489.09
20231010:1510,351.88
20231010:1610,163.52
20231010:1710,0.0
20231010:1810,0.0
20231010:1910,0.0
20231010:2010,0.0
20231010:2110,0.0
20231010:2210,0.0
20231010:2310,0.0
20231011:0010,0.0
20231011:0110,0.0
20231011:0210,0.0
20231011:0310,0.0
20231011:0410,0.0
20231011:0510,0.0
20231011:0610,0.0
20231011:0710,112.69
20231011:0810,293.51
20231011:0910,442.37
20231011:1010,552.58
20231011:1110,602.01
20231011:1210,626.34
20231011:1310,587.45
20231011:1410,493.16
20231011:1510,356.6
20231011:1610,161.3
20231011:1710,0.0
20231011:1810,0.0
20231011:1910,0.0
20231011:2010,0.0
20231011:2110,0.0
20231011:2210,0.0
20231011:2310,0.0
20231012:0010,0.0
20231012:0110,0.0
20231012:0210,0.0
20231012:0310,0.0
20231012:0410,0.0
20231012:0510,0.0
20231012:0610,0.0
20231012:0710,110.52
20231012:0810,291.22
20231012:0910,442.73
20231012:1010,548.98
20231012:1110,605.97
20231012:1210,625.05
20231012:1310,581.02
20231012:1410,486.59
20231012:1510,351.07
20231012:1610,156.03
20231012:1710,0.0
20231012:1810,0.0
20231012:1910,0.0
20231012:2010,0.0
20231012:2110,0.0
20231012:2210,0.0
20231012:2310,0.0
20231013:0010,0.0
20231013:0110,0.0
20231013:0210,0.0
20231013:0310,0.0
20231013:0410,0.0
20231013:0510,0.0
20231013:0610,0.0
20231013:0710,106.67
20231013:0810,286.99
20231013:0910,439.23
20231013:1010,549.14
20231013:1110,607.04
20231013:1210,630.99
20231013:1310,586.41
20231013:1410,492.17
20231013:1510,340.14
20231013:1610,149.29
20231013:1710,0.0
20231013:1810,0.0
20231013:1910,0.0
20231013:2010,0.0
20231013:2110,0.0
20231013:2210,0.0
20231013:2310,0.0
20231014:0010,0.0
20231014:0110,0.0
20231014:0210,0.0
20231014:0310,0.0
20231014:0410,0.0
20231014:0510,0.0
20231014:0610,0.0
20231014:0710,55.29
20231014:0810,198.11
20231014:0910,269.96
20231014:1010,423.58
20231014:1110,429.17
20231014:1210,574.63
20231014:1310,527.06
20231014:1410,449.96
20231014:1510,299.49
20231014:1610,158.66
20231014:1710,0.0
20231014:1810,0.0
20231014:1910,0.0
20231014:2010,0.0
20231014:2110,0.0
20231014:2210,0.0
20231014:2310,0.0
20231015:0010,0.0
20231015:0110,0.0
20231015:0210,0.0
20231015:0310,0.0
20231015:0410,0.0
20231015:0510,0.0
20231015:0610,0.0
20231015:0710,63.62
20231015:0810,237.79
20231015:0910,387.13
20231015:1010,308.86
20231015:1110,372.0
20231015:1210,50.7
20231015:1310,73.78
20231015:1410,216.61
20231015:1510,52.49
20231015:1610,19.17
20231015:1710,0.0
20231015:1810,0.0
20231015:1910,0.0
20231015:2010,0.0
20231015:2110,0.0
20231015:2210,0.0
20231015:2310,0.0
20231016:0010,0.0
20231016:0110,0.0
20231016:0210,0.0
20231016:0310,0.0
20231016:0410,0.0
20231016:0510,0.0
20231016:0610,0.0
20231016:0710,27.19
20231016:0810,57.38
20231016:0910,37.04
20231016:1010,57.36
20231016:1110,179.61
20231016:1210,156.65
20231016:1310,195.65
20231016:1410,169.33
20231016:1510,58.6
20231016:1610,45.78
20231016:1710,0.0
20231016:1810,0.0
20231016:1910,0.0
20231016:2010,0.0
20231016:2110,0.0
20231016:2210,0.0
20231016:2310,0.0
20231017:0010,0.0
20231017:0110,0.0
20231017:0210,0.0
20231017:0310,0.0
20231017:0410,0.0
20231017:0510,0.0
20231017:0610,0.0
20231017:0710,66.22
20231017:0810,189.8
20231017:0910,381.7
20231017:1010,443.1
20231017:1110,414.44
20231017:1210,440.93
20231017:1310,304.16
20231017:1410,231.92
20231017:1510,153.83
20231017:1610,34.69
20231017:1710,0.0
20231017:1810,0.0
20231017:1910,0.0
20231017:2010,0.0
20231017:2110,0.0
20231017:2210,0.0
20231017:2310,0.0
20231018:0010,0.0
20231018:0110,0.0
20231018:0210,0.0
20231018:0310,0.0
20231018:0410,0.0
20231018:0510,0.0
20231018:0610,0.0
20231018:0710,65.77
20231018:0810,240.14
20231018:0910,305.34
20231018:1010,352.73
20231018:1110,539.08
20231018:1210,162.9
20231018:1310,26.97
20231018:1410,445.38
20231018:1510,297.01
20231018:1610,76.08
20231018:1710,0.0
20231018:1810,0.0
20231018:1910,0.0
20231018:2010,0.0
20231018:2110,0.0
20231018:2210,0.0
20231018:2310,0.0
20231019:0010,0.0
20231019:0110,0.0
20231019:0210,0.0
20231019:0310,0.0
20231019:0410,0.0
20231019:0510,0.0
20231019:0610,0.0
20231019:0710,38.45
20231019:0810,268.52
20231019:0910,193.02
20231019:1010,61.8
20231019:1110,515.19
20231019:1210,231.74
20231019:1310,329.84
20231019:1410,66.8
20231019:1510,70.56
20231019:1610,16.84
20231019:1710,0.0
20231019:1810,0.0
20231019:1910,0.0
20231019:2010,0.0
20231019:2110,0.0
20231019:2210,0.0
20231019:2310,0.0
20231020:0010,0.0
20231020:0110,0.0
20231020:0210,0.0
20231020:0310,0.0
20231020:0410,0.0
20231020:0510,0.0
20231020:0610,0.0
20231020:0710,92.81
20231020:0810,279.25
20231020:0910,441.52
20231020:1010,543.88
20231020:1110,580.75
20231020:1210,419.49
20231020:1310,278.86
20231020:1410,466.59
20231020:1510,342.67
20231020:1610,128.22
20231020:1710,0.0
20231020:1810,0.0
20231020:1910,0.0
20231020:2010,0.0
20231020:2110,0.0
20231020:2210,0.0
20231020:2310,0.0
20231021:0010,0.0
20231021:0110,0.0
20231021:0210,0.0
20231021:0310,0.0
20231021:0410,0.0
20231021:0510,0.0
20231021:0610,0.0
20231021:0710,93.63
20231021:0810,277.2
20231021:0910,434.52
20231021:1010,532.34
20231021:1110,614.67
20231021:1210,556.0
20231021:1310,560.48
20231021:1410,477.74
20231021:1510,307.46
20231021:1610,65.79
20231021:1710,0.0
20231021:1810,0.0
20231021:1910,0.0
20231021:2010,0.0
20231021:2110,0.0
20231021:2210,0.0
20231021:2310,0.0
20231022:0010,0.0
20231022:0110,0.0
20231022:0210,0.0
20231022:0310,0.0
20231022:0410,0.0
20231022:0510,0.0
20231022:0610,0.0
20231022:0710,62.86
20231022:0810,127.84
20231022:0910,257.76
20231022:1010,530.92
20231022:1110,581.87
20231022:1210,524.76
20231022:1310,364.05
20231022:1410,291.91
20231022:1510,73.41
20231022:1610,85.18
20231022:1710,0.0
20231022:1810,0.0
20231022:1910,0.0
20231022:2010,0.0
20231022:2110,0.0
20231022:2210,0.0
20231022:2310,0.0
20231023:0010,0.0
20231023:0110,0.0
20231023:0210,0.0
20231023:0310,0.0
20231023:0410,0.0
20231023:0510,0.0
20231023:0610,0.0
20231023:0710,48.65
20231023:0810,146.62
20231023:0910,329.99
20231023:1010,374.01
20231023:1110,348.84
20231023:1210,528.04
20231023:1310,526.71
20231023:1410,319.21
20231023:1510,190.57
20231023:1610,73.53
20231023:1710,0.0
20231023:1810,0.0
20231023:1910,0.0
20231023:2010,0.0
20231023:2110,0.0
20231023:2210,0.0
20231023:2310,0.0
20231024:0010,0.0
20231024:0110,0.0
20231024:0210,0.0
20231024:0310,0.0
20231024:0410,0.0
20231024:0510,0.0
20231024:0610,0.0
20231024:0710,84.03
20231024:0810,266.08
20231024:0910,429.7
20231024:1010,542.42
20231024:1110,594.77
20231024:1210,604.64
20231024:1310,552.53
20231024:1410,454.69
20231024:1510,325.44
20231024:1610,97.53
20231024:1710,0.0
20231024:1810,0.0
20231024:1910,0.0
20231024:2010,0.0
20231024:2110,0.0
20231024:2210,0.0
20231024:2310,0.0
20231025:0010,0.0
20231025:0110,0.0
20231025:0210,0.0
20231025:0310,0.0
20231025:0410,0.0
20231025:0510,0.0
20231025:0610,0.0
20231025:0710,78.07
20231025:0810,257.49
20231025:0910,414.86
20231025:1010,529.27
20231025:1110,445.36
20231025:1210,340.67
20231025:1310,355.18
20231025:1410,99.43
20231025:1510,159.65
20231025:1610,41.82
20231025:1710,0.0
20231025:1810,0.0
20231025:1910,0.0
20231025:2010,0.0
20231025:2110,0.0
20231025:2210,0.0
20231025:2310,0.0
20231026:0010,0.0
20231026:0110,0.0
20231026:0210,0.0
20231026:0310,0.0
20231026:0410,0.0
20231026:0510,0.0
20231026:0610,0.0
20231026:0710,31.81
20231026:0810,117.58
20231026:0910,274.43
20231026:1010,157.26
20231026:1110,452.64
20231026:1210,460.38
20231026:1310,365.97
20231026:1410,432.33
20231026:1510,81.95
20231026:1610,38.4
20231026:1710,0.0
20231026:1810,0.0
20231026:1910,0.0
20231026:2010,0.0
20231026:2110,0.0
20231026:2210,0.0
20231026:2310,0.0
20231027:0010,0.0
20231027:0110,0.0
20231027:0210,0.0
20231027:0310,0.0
20231027:0410,0.0
20231027:0510,0.0
20231027:0610,0.0
20231027:0710,45.25
20231027:0810,219.62
20231027:0910,435.88
20231027:1010,528.88
20231027:1110,589.4
20231027:1210,614.37
20231027:1310,562.27
20231027:1410,454.16
20231027:1510,287.51
20231027:1610,98.13
20231027:1710,0.0
20231027:1810,0.0
20231027:1910,0.0
20231027:2010,0.0
20231027:2110,0.0
20231027:2210,0.0
20231027:2310,0.0
20231028:0010,0.0
20231028:0110,0.0
20231028:0210,0.0
20231028:0310,0.0
20231028:0410,0.0
20231028:0510,0.0
20231028:0610,0.0
20231028:0710,69.8
20231028:0810,249.6
20231028:0910,407.11
20231028:1010,508.21
20231028:1110,570.53
20231028:1210,598.94
20231028:1310,546.18
20231028:1410,454.75
20231028:1510,277.59
20231028:1610,77.16
20231028:1710,0.0
20231028:1810,0.0
20231028:1910,0.0
20231028:2010,0.0
20231028:2110,0.0
20231028:2210,0.0
20231028:2310,0.0
20231029:0010,0.0
20231029:0110,0.0
20231029:0210,0.0
20231029:0310,0.0
20231029:0410,0.0
20231029:0510,0.0
20231029:0610,0.0
20231029:0710,69.16
20231029:0810,232.93
20231029:0910,345.66
20231029:1010,505.99
20231029:1110,504.44
20231029:1210,586.84
20231029:1310,384.37
20231029:1410,402.49
20231029:1510,168.78
20231029:1610,31.63
20231029:1710,0.0
20231029:1810,0.0
20231029:1910,0.0
20231029:2010,0.0
20231029:2110,0.0
20231029:2210,0.0
20231029:2310,0.0
20231030:0010,0.0
20231030:0110,0.0
20231030:0210,0.0
20231030:0310,0.0
20231030:0410,0.0
20231030:0510,0.0
20231030:0610,0.0
20231030:0710,14.55
20231030:0810,48.25
20231030:0910,90.51
20231030:1010,399.47
20231030:1110,553.94
20231030:1210,569.33
20231030:1310,24.11
20231030:1410,445.27
20231030:1510,301.48
20231030:1610,16.67
20231030:1710,0.0
20231030:1810,0.0
20231030:1910,0.0
20231030:2010,0.0
20231030:2110,0.0
20231030:2210,0.0
20231030:2310,0.0
20231031:0010,0.0
20231031:0110,0.0
20231031:0210,0.0
20231031:0310,0.0
20231031:0410,0.0
20231031:0510,0.0
20231031:0610,0.0
20231031:0710,54.03
20231031:0810,229.59
20231031:0910,375.5
20231031:1010,489.46
20231031:1110,571.83
20231031:1210,554.89
20231031:1310,351.53
20231031:1410,185.97
20231031:1510,102.86
20231031:1610,21.23
20231031:1710,0.0
20231031:1810,0.0
20231031:1910,0.0
20231031:2010,0.0
20231031:2110,0.0
20231031:2210,0.0
20231031:2310,0.0
20231101:0010,0.0
20231101:0110,0.0
20231101:0210,0.0
20231101:0310,0.0
20231101:0410,0.0
20231101:0510,0.0
20231101:0610,0.0
20231101:0710,63.74
20231101:0810,251.74
20231101:0910,350.42
20231101:1010,223.92
20231101:1110,564.42
20231101:1210,604.89
20231101:1310,389.35
20231101:1410,297.63
20231101:1510,103.03
20231101:1610,55.22
20231101:1710,0.0
20231101:1810,0.0
20231101:1910,0.0
20231101:2010,0.0
20231101:2110,0.0
20231101:2210,0.0
20231101:2310,0.0
20231102:0010,0.0
20231102:0110,0.0
20231102:0210,0.0
20231102:0310,0.0
20231102:0410,0.0
20231102:0510,0.0
20231102:0610,0.0
20231102:0710,33.43
20231102:0810,251.29
20231102:0910,34.56
20231102:1010,63.34
20231102:1110,46.7
20231102:1210,302.28
20231102:1310,218.45
20231102:1410,31.13
20231102:1510,18.57
20231102:1610,1.71
20231102:1710,0.0
20231102:1810,0.0
20231102:1910,0.0
20231102:2010,0.0
20231102:2110,0.0
20231102:2210,0.0
20231102:2310,0.0
20231103:0010,0.0
20231103:0110,0.0
20231103:0210,0.0
20231103:0310,0.0
20231103:0410,0.0
20231103:0510,0.0
20231103:0610,0.0
20231103:0710,62.12
20231103:0810,247.66
20231103:0910,424.48
20231103:1010,537.52
20231103:1110,579.36
20231103:1210,579.73
20231103:1310,539.99
20231103:1410,285.82
20231103:1510,279.6
20231103:1610,63.59
20231103:1710,0.0
20231103:1810,0.0
20231103:1910,0.0
20231103:2010,0.0
20231103:2110,0.0
20231103:2210,0.0
20231103:2310,0.0
20231104:0010,0.0
20231104:0110,0.0
20231104:0210,0.0
20231104:0310,0.0
20231104:0410,0.0
20231104:0510,0.0
20231104:0610,0.0
20231104:0710,16.27
20231104:0810,24.89
20231104:0910,84.12
20231104:1010,356.04
20231104:1110,549.0
20231104:1210,495.74
20231104:1310,479.0
20231104:1410,415.67
20231104:1510,252.99
20231104:1610,61.11
20231104:1710,0.0
20231104:1810,0.0
20231104:1910,0.0
20231104:2010,0.0
20231104:2110,0.0
20231104:2210,0.0
20231104:2310,0.0
20231105:0010,0.0
20231105:0110,0.0
20231105:0210,0.0
20231105:0310,0.0
20231105:0410,0.0
20231105:0510,0.0
20231105:0610,0.0
20231105:0710,53.41
20231105:0810,236.08
20231105:0910,405.38
20231105:1010,523.72
20231105:1110,594.95
20231105:1210,601.51
20231105:1310,546.01
20231105:1410,434.47
20231105:1510,262.27
20231105:1610,54.06
20231105:1710,0.0
20231105:1810,0.0
20231105:1910,0.0
20231105:2010,0.0
20231105:2110,0.0
20231105:2210,0.0
20231105:2310,0.0
20231106:0010,0.0
20231106:0110,0.0
20231106:0210,0.0
20231106:0310,0.0
20231106:0410,0.0
20231106:0510,0.0
20231106:0610,0.0
20231106:0710,51.16
20231106:0810,233.49
20231106:0910,403.6
20231106:1010,519.45
20231106:1110,582.17
20231106:1210,591.14
20231106:1310,527.66
20231106:1410,422.34
20231106:1510,253.79
20231106:1610,48.84
20231106:1710,0.0
20231106:1810,0.0
20231106:1910,0.0
20231106:2010,0.0
20231106:2110,0.0
20231106:2210,0.0
20231106:2310,0.0
20231107:0010,0.0
20231107:0110,0.0
20231107:0210,0.0
20231107:0310,0.0
20231107:0410,0.0
20231107:0510,0.0
20231107:0610,0.0
20231107:0710,47.27
20231107:0810,227.35
20231107:0910,395.97
20231107:1010,507.4
20231107:1110,585.13
20231107:1210,595.11
20231107:1310,539.54
20231107:1410,428.24
20231107:1510,260.6
20231107:1610,44.2
20231107:1710,0.0
20231107:1810,0.0
20231107:1910,0.0
20231107:2010,0.0
20231107:2110,0.0
20231107:2210,0.0
20231107:2310,0.0
20231108:0010,0.0
20231108:0110,0.0
20231108:0210,0.0
20231108:0310,0.0
20231108:0410,0.0
20231108:0510,0.0
20231108:0610,0.0
20231108:0710,43.67
20231108:0810,225.06
20231108:0910,383.18
20231108:1010,502.01
20231108:1110,564.59
20231108:1210,572.04
20231108:1310,525.33
20231108:1410,418.82
20231108:1510,252.8
20231108:1610,37.44
20231108:1710,0.0
20231108:1810,0.0
20231108:1910,0.0
20231108:2010,0.0
20231108:2110,0.0
20231108:2210,0.0
20231108:2310,0.0
20231109:0010,0.0
20231109:0110,0.0
20231109:0210,0.0
20231109:0310,0.0
20231109:0410,0.0
20231109:0510,0.0
20231109:0610,0.0
20231109:0710,36.08
20231109:0810,148.24
20231109:0910,54.96
20231109:1010,298.72
20231109:1110,150.36
20231109:1210,220.08
20231109:1310,174.22
20231109:1410,310.67
20231109:1510,241.51
20231109:1610,33.96
20231109:1710,0.0
20231109:1810,0.0
20231109:1910,0.0
20231109:2010,0.0
20231109:2110,0.0
20231109:2210,0.0
20231109:2310,0.0
20231110:0010,0.0
20231110:0110,0.0
20231110:0210,0.0
20231110:0310,0.0
20231110:0410,0.0
20231110:0510,0.0
20231110:0610,0.0
20231110:0710,17.65
20231110:0810,169.41
20231110:0910,378.8
20231110:1010,496.54
20231110:1110,560.85
20231110:1210,564.0
20231110:1310,366.59
20231110:1410,225.45
20231110:1510,234.86
20231110:1610,16.19
20231110:1710,0.0
20231110:1810,0.0
20231110:1910,0.0
20231110:2010,0.0
20231110:2110,0.0
20231110:2210,0.0
20231110:2310,0.0
20231111:0010,0.0
20231111:0110,0.0
20231111:0210,0.0
20231111:0310,0.0
20231111:0410,0.0
20231111:0510,0.0
20231111:0610,0.0
20231111:0710,15.57
20231111:0810,147.25
20231111:0910,344.37
20231111:1010,247.97
20231111:1110,75.78
20231111:1210,293.56
20231111:1310,189.27
20231111:1410,127.74
20231111:1510,67.07
20231111:1610,10.03
20231111:1710,0.0
20231111:1810,0.0
20231111:1910,0.0
20231111:2010,0.0
20231111:2110,0.0
20231111:2210,0.0
20231111:2310,0.0
20231112:0010,0.0
20231112:0110,0.0
20231112:0210,0.0
20231112:0310,0.0
20231112:0410,0.0
20231112:0510,0.0
20231112:0610,0.0
20231112:0710,12.99
20231112:0810,95.8
20231112:0910,350.67
20231112:1010,468.52
20231112:1110,508.99
20231112:1210,534.17
20231112:1310,419.15
20231112:1410,297.2
20231112:1510,158.21
20231112:1610,13.58
20231112:1710,0.0
20231112:1810,0.0
20231112:1910,0.0
20231112:2010,0.0
20231112:2110,0.0
20231112:2210,0.0
20231112:2310,0.0
20231113:0010,0.0
20231113:0110,0.0
20231113:0210,0.0
20231113:0310,0.0
20231113:0410,0.0
20231113:0510,0.0
20231113:0610,0.0
20231113:0710,12.52
20231113:0810,195.17
20231113:0910,349.98
20231113:1010,467.64
20231113:1110,535.0
20231113:1210,532.83
20231113:1310,301.95
20231113:1410,259.7
20231113:1510,87.06
20231113:1610,17.77
20231113:1710,0.0
20231113:1810,0.0
20231113:1910,0.0
20231113:2010,0.0
20231113:2110,0.0
20231113:2210,0.0
20231113:2310,0.0
20231114:0010,0.0
20231114:0110,0.0
20231114:0210,0.0
20231114:0310,0.0
20231114:0410,0.0
20231114:0510,0.0
20231114:0610,0.0
20231114:0710,11.71
20231114:0810,164.21
20231114:0910,210.94
20231114:1010,445.61
20231114:1110,474.22
20231114:1210,564.32
20231114:1310,482.43
20231114:1410,374.16
20231114:1510,221.49
20231114:1610,17.5
20231114:1710,0.0
20231114:1810,0.0
20231114:1910,0.0
20231114:2010,0.0
20231114:2110,0.0
20231114:2210,0.0
